number,first_name,last_name,position,age,culture,height,weight,school,college_name,region,division,scout_name,season,week,evaluation,range,confidence,text,player_id
21,Darren,Evans,S,21,,73,215,Michigan,Weasels,Midwest,1,Media,1,2,67,5,50,,49389940
7,Daniel,Boyd,OLB,23,,77,225,Texas A&M,Ranchers,Texas,1,Media,1,2,67,5,50,,49389849
46,Matt,Brown,MLB,22,,72,230,South Bend,Leprechauns,Midwest,1,Media,1,2,67,5,50,,49389834
16,Cortez,Knight,WR,23,,69,194,Penn State,Mountain Lions,Appalachia,1,Media,1,2,67,5,50,,49389645
40,Dominique,Brooks,OLB,22,,75,228,Delaware,Ramblin Roosters,Mid-Atlantic,2,Media,1,2,67,5,50,,49389822
85,Travis,Joseph,FB,21,,71,270,Southern,Pumas,South,2,Media,1,2,67,5,50,,49389593
68,Henry,Williams,DT,21,,77,319,Tennessee,Militiamen,South,1,Media,1,2,67,5,50,,49389790
33,Chad,Ford,CB,21,,73,196,Auburn,Wildcats,South,1,Media,1,2,67,5,50,,49389878
15,Hayes,Gordon,WR,23,,74,219,Oregon,Seagulls,Pacific Northwest,1,Media,1,2,67,5,50,,49389641
60,Russell,Jones,DT,21,,73,302,East Carolina,Buccaneers,South,1,Media,1,2,67,5,50,,49389798
77,Max,Busby,G,22,,77,313,Oklahoma State,Rangers,Great Plains,1,Media,1,2,67,5,50,,49389688
61,Jarvis,Greer,T,21,,77,297,South Florida,Herd,Florida,1,Media,1,2,67,5,50,,49389667
37,Chris,Freeman,CB,23,,72,200,Louisiana State,Cougars,South,1,Media,1,2,67,5,50,,49389861
28,Dwayne,Riley,WR,20,,77,218,Nashville,Admirals,South,1,Media,1,2,67,5,50,,49389629
6,Bryce,Washington,CB,21,,75,203,Michigan,Weasels,Midwest,1,Media,1,2,67,5,50,,49389898
62,Jarvis,McDaniel,C,22,,79,283,Louisiana-Lafayette,Acadians,South,1,Media,1,2,67,5,50,,49389706
52,Carl,Glover,DT,22,Strategic,76,343,Southern California,Spartans,California,1,American Player Scouts,1,8,67,2,65,,49389799
95,Gabriel,Parker,DT,21,Strategic,77,309,Iowa State,Tornadoes,Midwest,1,American Player Scouts,1,11,67,2,65,,49389796
72,Isaiah,Casto,DE,22,Energetic,74,274,Buffalo,Herd,New York,1,American Player Scouts,1,13,67,2,65,,49389760
72,Isaiah,Casto,DE,22,Energetic,74,274,Buffalo,Herd,New York,1,American Player Scouts,1,13,67,2,65,,49389760
50,Wendell,Barbee,DE,22,Energetic,78,295,Memphis,Lions,South,1,American Player Scouts,1,15,67,2,65,,49389753
63,James,Rush,DE,21,Adaptable,78,275,Air Force,Pilots,Rockies,1,American Player Scouts,1,19,67,2,65,"Unfortunately, Rush probably won't hear his name called until the late second or third day of the draft. He needs to add a few more items to his rush menu in order to maintain his rush production against PFL tackles. James is a high-effort pass rusher who does well at picking up coverage sacks. He does not win cleanly against offensive linemen and struggles to shed blocks. Overall, James was generally solid, but sometimes made some mistakes. Like all college Right Ends, Rush has some things to work on for the PFL. Rush is a player that has the potential to become an All-Pro someday. ",49389754
10,Mike,Parker,WR,23,Energetic,74,184,Air Force,Pilots,Rockies,1,American Player Scouts,1,20,67,2,65,"Unfortunately, Parker probably won't hear his name called until the late second or third day of the draft. Will likely see the field in the PFL, but not on every down. Mike proved to our scouts that his performance matched his reputation. Parker may actually end up being limited to the slot as a pro because of his thin frame and low weight. Like all college Wide Receivers, Parker has some things to work on for the PFL. Parker is a player that has the potential to become an All-Pro someday. ",49389630
29,Daryl,Childs,S,20,Strategic,69,178,Air Force,Pilots,Rockies,1,American Player Scouts,1,20,67,2,65,"Unfortunately, Childs probably won't hear his name called until the late second or third day of the draft. Daryl does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. He is susceptible to giving up some separation early in routes as he turns to trailing technique. There's potential for him to play the roaming safety role in the middle of the field because his instincts put him in position to make plays on the ball. Childs should spend more time in the film room to help improve his inconsistent play. Childs may actually end up being limited to the slot as a pro because of his thin frame and low weight. Like all college Strong Safetys, Childs has some things to work on for the PFL. Childs is a player that has the potential to become an All-Pro someday. ",49389915
33,Brandon,Gibson,CB,22,Energetic,74,208,Virginia Tech,Turkeys,South,1,American Player Scouts,1,21,67,2,65,"Unfortunately, Gibson probably won't hear his name called until the late second or third day of the draft. Gibson continued to pick up elements of the defensive scheme and his play has steadily transformed from hesitant in 2023 to downright instinctive in 2025. Brandon does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. He is susceptible to giving up some separation early in routes as he turns to trailing technique. Overall, Brandon was generally solid, but sometimes made some mistakes. Like all college Cornerbacks, Gibson has some things to work on for the PFL. Our scouts didn't see anything special about Gibson's long-term PFL potential. ",49389882
73,Jakeem,Ahern,G,21,Adaptable,77,316,Louisiana State,Cougars,South,1,American Player Scouts,1,22,67,2,65,"Jakeem needs to play with better discipline and anticipation as a pro. Ahern should spend more time in the film room to help improve his inconsistent play. Ahern is low-key and calm off the field, and is likely to remain focused. Like all college Right Guards, Ahern has some things to work on for the PFL. Brings sky-high upside for the team that can develop him. ",49389685
43,Cyril,Morris,MLB,22,Adaptable,78,255,Appalachian State,Miners,Appalachia,1,American Player Scouts,1,25,67,2,65,"Unfortunately, Morris probably won't hear his name called until the late second or third day of the draft. Morris continued to pick up elements of the defensive scheme and his play has steadily transformed from hesitant in 2023 to downright instinctive in 2025. Cyril does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. He has average size and instincts for work between the tackles, but the pursuit speed and tackling talent to run and hit from sideline to sideline. Our scouts noted Cyril's play was consistently impressive. Like all college Middle Linebackers, Morris has some things to work on for the PFL. For the time our scouts watched him, Morris kept up, but didn't show he had long-term potential for greatness. ",49389824
42,Robert,Clark,MLB,20,Strategic,74,277,Penn State,Mountain Lions,Appalachia,1,American Player Scouts,1,25,67,2,65,"Robert needs to play with better discipline and anticipation as a pro. Robert does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. He has average size and instincts for work between the tackles, but the pursuit speed and tackling talent to run and hit from sideline to sideline. He can handle some coverage chores but it's not his strong suit. Clark should spend more time in the film room to help improve his inconsistent play. Clark is low-key and calm off the field, and is likely to remain focused. Like all college Middle Linebackers, Clark has some things to work on for the PFL. Our scouts didn't see anything special about Clark's long-term PFL potential. ",49389837
45,Russell,Wooten,CB,22,,71,216,Alabama,Red Wave,South,1,Media,1,2,66,5,50,,49389873
39,Marcus,Lewis,CB,21,,75,179,Central Florida,Paladins,Florida,1,Media,1,2,66,5,50,,49389876
37,Quincy,Miller,OLB,21,,74,243,Oklahoma State,Rangers,Great Plains,1,Media,1,2,66,5,50,,49389854
54,Scott,Christian,G,22,,76,299,Clemson,Wildcats,South,1,Media,1,2,66,5,50,,49389692
91,T.J.,Wilson,DE,23,,78,300,California,Golden Cubs,California,1,Media,1,2,66,5,50,,49389764
39,Corey,Powell,FB,22,,73,223,Oklahoma,Wagoneers,Great Plains,1,Media,1,2,66,5,50,,49389596
37,Ryan,Silverman,S,23,,70,176,Hawaii,Volcanoes,Hawaii,1,Media,1,2,66,5,50,,49389932
52,Byron,Mobley,MLB,20,,76,234,Oklahoma,Wagoneers,Great Plains,1,Media,1,2,66,5,50,,49389839
4,David,Moore,QB,21,,75,230,Georgia,Dawgs,South,1,Media,1,2,66,5,50,,49389559
91,Henry,Dean,OLB,21,,74,271,Mississippi State,Wild Dogs,South,1,Media,1,2,66,5,50,,49389816
38,Austin,Smith,FB,23,,72,225,Georgia Tech,Wasps,South,1,Media,1,2,66,5,50,,49389594
52,Burley,Proctor,G,21,,77,311,Miami (FL),Storms,Florida,1,Media,1,2,66,5,50,,49389716
84,John,Stephens,WR,21,,74,208,Ohio State,Acorns,Midwest,1,Media,1,2,66,5,50,,49389610
48,Mike,Morrison,TE,23,,77,233,Oklahoma,Wagoneers,Great Plains,1,Media,1,2,66,5,50,,49389665
9,Da'Norris,Stevenson,S,22,,70,215,Washington State,Jaguars,Pacific Northwest,1,Media,1,2,66,5,50,,49389935
81,Josh,Witherspoon,TE,20,Professional,77,247,Georgia,Dawgs,South,1,American Player Scouts,1,5,66,2,65,,49389656
78,Joe,Roberts,T,22,Professional,76,285,Arizona State,Sun Demons,Southwest,1,American Player Scouts,1,7,66,2,65,,49389679
34,Rueben,Haynes,HB,21,Strategic,69,199,Texas-El Paso,Mountaineers,Southwest,1,American Player Scouts,1,7,66,2,65,,49389574
46,Quinton,McDuffie,FB,21,Adaptable,71,272,Auburn,Wildcats,South,1,American Player Scouts,1,12,66,2,65,,49389591
45,Christian,Jenkins,OLB,22,Strategic,73,278,Louisiana State,Cougars,South,1,American Player Scouts,1,12,66,2,65,,49389810
21,David,Bergeron,HB,21,Strategic,69,194,Syracuse,Lakers,New York,1,American Player Scouts,1,13,66,2,65,,49389583
47,Beau,Lester,OLB,20,Professional,73,262,Navy,Sailors,Mid-Atlantic,1,American Player Scouts,1,14,66,2,65,,49389843
23,William,Roberts,HB,21,Professional,68,196,Michigan,Weasels,Midwest,1,American Player Scouts,1,16,66,2,65,"William needs to play with better discipline and anticipation as a pro. Roberts runs with good elusiveness but stays in that mode a little too long, which can affect his ability to finish with authority. He's a solid back but not overly dynamic and lacks the desired third-down value right now. Roberts should spend more time in the film room to help improve his inconsistent play. Like all college Halfbacks, Roberts has some things to work on for the PFL. His name was mentioned many times by our scouts after leaving the facility for showing outstanding leadership potential. ",49389575
43,David,Flowers,HB,21,Strategic,71,190,Alabama,Red Wave,South,1,American Player Scouts,1,18,66,2,65,"David needs to play with better discipline and anticipation as a pro. Flowers runs with good elusiveness but stays in that mode a little too long, which can affect his ability to finish with authority. He's a solid back but not overly dynamic and lacks the desired third-down value right now. Flowers should spend more time in the film room to help improve his inconsistent play. Flowers is low-key and calm off the field, and is likely to remain focused. Like all college Halfbacks, Flowers has some things to work on for the PFL. His name was mentioned many times by our scouts after leaving the facility for showing outstanding leadership potential. ",49389563
5,Jermey,Meade,OLB,21,Aggressive,78,248,South Carolina,Roosters,South,1,American Player Scouts,1,18,66,2,65,"Unfortunately, Meade probably won't hear his name called until the late second or third day of the draft. Jermey does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. He has average size and instincts for work between the tackles, but the pursuit speed and tackling talent to run and hit from sideline to sideline. Meade should spend more time in the film room to help improve his inconsistent play. Like all college Right Outside Linebackers, Meade has some things to work on for the PFL. Meade is a player that has the potential to become an All-Pro someday. ",49389842
63,James,Rush,DE,21,Adaptable,78,275,Air Force,Pilots,Rockies,1,American Player Scouts,1,19,66,2,65,"James needs to play with better discipline and anticipation as a pro. He needs to add a few more items to his rush menu in order to maintain his rush production against PFL tackles. James is a high-effort pass rusher who does well at picking up coverage sacks. He does not win cleanly against offensive linemen and struggles to shed blocks. James proved to our scouts that his performance matched his reputation. Like all college Right Ends, Rush has some things to work on for the PFL. Rush is a player that has the potential to become an All-Pro someday. ",49389754
75,Dan,Cook,DE,20,Professional,79,257,Colorado,Bison,Rockies,1,American Player Scouts,1,20,66,2,65,"Dan needs to play with better discipline and anticipation as a pro. He needs to add a few more items to his rush menu in order to maintain his rush production against PFL tackles. Dan is a high-effort pass rusher who does well at picking up coverage sacks. He does not win cleanly against offensive linemen and struggles to shed blocks. Cook should spend more time in the film room to help improve his inconsistent play. Like all college Right Ends, Cook has some things to work on for the PFL. Cook should be able to compete for most starting depth chart positions when he reaches his full potential. ",49389751
63,James,Rush,DE,21,Adaptable,78,275,Air Force,Pilots,Rockies,1,American Player Scouts,1,20,66,2,65,"James needs to play with better discipline and anticipation as a pro. He needs to add a few more items to his rush menu in order to maintain his rush production against PFL tackles. James is a high-effort pass rusher who does well at picking up coverage sacks. He does not win cleanly against offensive linemen and struggles to shed blocks. Our scouts noted James's play was consistently impressive. Like all college Right Ends, Rush has some things to work on for the PFL. Rush is a player that has the potential to become an All-Pro someday. ",49389754
80,Zaire,Roberts,WR,23,Professional,75,212,Louisville,Finches,South,1,American Player Scouts,1,21,66,2,65,"Zaire needs to play with better discipline and anticipation as a pro. Will likely see the field in the PFL, but not on every down. Our scouts noted Zaire's play was consistently impressive. Like all college Wide Receivers, Roberts has some things to work on for the PFL. Roberts should be able to compete for most starting depth chart positions when he reaches his full potential. ",49389612
65,Javorius,Knight,C,21,Adaptable,79,281,Kentucky,Tigers,South,1,American Player Scouts,1,22,66,2,65,"Javorius needs to play with better discipline and anticipation as a pro. As a pass blocker, he is a liability due to his speed, lack of agility, and depth in his drop. Knight should spend more time in the film room to help improve his inconsistent play. Like all college Centers, Knight has some things to work on for the PFL. Brings sky-high upside for the team that can develop him. ",49389699
16,Cortez,Knight,WR,23,Aggressive,69,194,Penn State,Mountain Lions,Appalachia,1,American Player Scouts,1,24,66,2,65,"Cortez needs to play with better discipline and anticipation as a pro. Knight could benefit from some more reps at WR. Our scouts noted Cortez's play was consistently impressive. Like all college Wide Receivers, Knight has some things to work on for the PFL. For the time our scouts watched him, Knight kept up, but didn't show he had long-term potential for greatness. ",49389645
99,David,Woods,OLB,21,Adaptable,76,234,Virginia,Revolutionaries,Appalachia,1,American Player Scouts,1,25,66,2,65,,49389812
7,Carl,Marino,TE,23,Adaptable,77,236,Penn State,Mountain Lions,Appalachia,1,American Player Scouts,1,25,66,2,65,"Carl needs to play with better discipline and anticipation as a pro. Tight end with some vertical talent who can't be expected to add much as an in-line blocker. Marino should spend more time in the film room to help improve his inconsistent play. Like all college Tight Ends, Marino has some things to work on for the PFL. His name was mentioned many times by our scouts after leaving the facility for showing outstanding leadership potential. ",49389661
1,Charles,Carter,K,20,Professional,72,189,West Virginia,Miners,Appalachia,1,American Player Scouts,1,25,66,2,65,"Charles needs to play with better discipline and anticipation as a pro. Carter should spend more time in the film room to help improve his inconsistent play. Productive playmaker with below-average size but above-average heart. Carter is low-key and calm off the field, and is likely to remain focused. Like all college Kickers, Carter has some things to work on for the PFL. Brings sky-high upside for the team that can develop him. ",49389947
68,Tyreek,Lane,DT,20,,76,292,Central Michigan,Natives,Midwest,1,Media,1,2,65,5,50,,49389792
92,Jacob,Boles,P,21,,72,191,Texas State,Wildcats,Texas,1,Media,1,2,65,5,50,,49389962
28,Alan,Walker,FB,22,,73,245,Texas,Bulls,Texas,1,Media,1,2,65,5,50,,49389588
72,Isaiah,Casto,DE,22,,74,274,Buffalo,Herd,New York,1,Media,1,2,65,5,50,,49389760
42,Bobby,Dixon,CB,21,,72,181,Washington,Samoyeds,Pacific Northwest,1,Media,1,2,65,5,50,,49389872
66,Tyreek,Washburn,T,22,,78,318,Iowa,Falcons,Midwest,1,Media,1,2,65,5,50,,49389678
54,Russell,Cochran,OLB,23,,73,238,Mississippi,Insurgents,South,1,Media,1,2,65,5,50,,49389851
45,Christian,Jenkins,OLB,22,,73,278,Louisiana State,Cougars,South,1,Media,1,2,65,5,50,,49389810
53,Le'Raven,Hirsch,OLB,23,,73,220,Washington State,Jaguars,Pacific Northwest,1,Media,1,2,65,5,50,,49389809
11,Paxton,Brown,MLB,21,,73,236,North Carolina State,Wolves,South,1,Media,1,2,65,5,50,,49389829
5,Louis,Williams,WR,23,,76,208,Clemson,Wildcats,South,1,Media,1,2,65,5,50,,49389628
9,Dean,Mayfield,CB,21,,71,199,South Dakota State,Groundhogs,Great Plains,2,Media,1,2,65,5,50,,49389905
32,Vincent,Johns,S,23,,70,199,Ohio State,Acorns,Midwest,1,Media,1,2,65,5,50,,49389920
47,Sven,Pemberton,HB,23,,72,194,Williamsburg,Chiefs,Mid-Atlantic,2,Media,1,2,65,5,50,,49389576
7,Carl,Marino,TE,23,,77,236,Penn State,Mountain Lions,Appalachia,1,Media,1,2,65,5,50,,49389661
41,D.J.,Osburn,S,21,,71,189,Stanford,Redwoods,California,1,Media,1,2,65,5,50,,49389923
52,Tre,Miller,MLB,22,Professional,78,243,Clemson,Wildcats,South,1,American Player Scouts,1,5,65,2,65,,49389832
58,Brandon,May,DE,20,Aggressive,74,294,Arizona State,Sun Demons,Southwest,1,American Player Scouts,1,7,65,2,65,,49389775
51,Ricky,Smith,T,22,Strategic,75,327,Texas A&M,Ranchers,Texas,1,American Player Scouts,1,9,65,2,65,,49389730
70,Kevin,Downey,C,23,Adaptable,79,291,Houston,Lynxes,Texas,1,American Player Scouts,1,9,65,2,65,,49389702
4,Vincent,Henry,QB,23,Aggressive,77,215,South Bend,Leprechauns,Midwest,1,American Player Scouts,1,11,65,2,65,,49389549
64,Curtis,Boles,DE,22,Strategic,79,293,Georgia,Dawgs,South,1,American Player Scouts,1,12,65,2,65,,49389752
19,Dallas,Bolton,QB,23,Professional,75,220,Syracuse,Lakers,New York,1,American Player Scouts,1,13,65,2,65,,49389545
19,Dallas,Bolton,QB,23,Professional,75,220,Syracuse,Lakers,New York,1,American Player Scouts,1,13,65,2,65,,49389545
14,David,Arnold,WR,23,Professional,70,206,Missouri,Lions,South,1,American Player Scouts,1,15,65,2,65,"David needs to play with better discipline and anticipation as a pro. Arnold could benefit from some more reps at WR. David proved to our scouts that his performance matched his reputation. Like all college Wide Receivers, Arnold has some things to work on for the PFL. Arnold is a player that has the potential to become an All-Pro someday. ",49389623
44,Jack,Gardner,OLB,21,Aggressive,78,230,Alabama,Red Wave,South,1,American Player Scouts,1,15,65,2,65,"Jack needs to play with better discipline and anticipation as a pro. Jack does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. Long, athletic linebacker who makes his presence on the field known. He can handle some coverage chores but it's not his strong suit. Gardner should spend more time in the film room to help improve his inconsistent play. Like all college Left Outside Linebackers, Gardner has some things to work on for the PFL. Gardner is a player that has the potential to become an All-Pro someday. ",49389819
87,Wendell,Andrade,WR,23,Energetic,78,216,Indiana State,Oaks,Midwest,2,American Player Scouts,1,16,65,2,65,"Wendell needs to play with better discipline and anticipation as a pro. A decent WR in 4- or 5-WR sets, but probably won't be a primary PFL receiver. Overall, Wendell was generally solid, but sometimes made some mistakes. Like all college Wide Receivers, Andrade has some things to work on for the PFL. He brings great upside, and his potential shouldn't be overlooked. ",49389639
26,Carl,Yang,S,23,Aggressive,72,178,Georgia,Dawgs,South,1,American Player Scouts,1,18,65,2,65,"Carl needs to play with better discipline and anticipation as a pro. Yang continued to pick up elements of the defensive scheme and his play has steadily transformed from hesitant in 2023 to downright instinctive in 2025. Carl does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. He is susceptible to giving up some separation early in routes as he turns to trailing technique. There's potential for him to play the roaming safety role in the middle of the field because his instincts put him in position to make plays on the ball. Overall, Carl was generally solid, but sometimes made some mistakes. Yang may actually end up being limited to the slot as a pro because of his thin frame and low weight. Like all college Strong Safetys, Yang has some things to work on for the PFL. Yang should be able to compete for most starting depth chart positions when he reaches his full potential. ",49389909
1,Tony,Brooks,CB,23,Aggressive,72,200,Colorado,Bison,Rockies,1,American Player Scouts,1,20,65,2,65,"Tony needs to play with better discipline and anticipation as a pro. Brooks continued to pick up elements of the defensive scheme and his play has steadily transformed from hesitant in 2023 to downright instinctive in 2025. Tony does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. He is susceptible to giving up some separation early in routes as he turns to trailing technique. Overall, Tony was generally solid, but sometimes made some mistakes. Like all college Cornerbacks, Brooks has some things to work on for the PFL. Brooks is a player that has the potential to become an All-Pro someday. ",49389874
75,Dan,Cook,DE,20,Professional,79,257,Colorado,Bison,Rockies,1,American Player Scouts,1,20,65,2,65,"Dan needs to play with better discipline and anticipation as a pro. He needs to add a few more items to his rush menu in order to maintain his rush production against PFL tackles. Dan is a high-effort pass rusher who does well at picking up coverage sacks. He does not win cleanly against offensive linemen and struggles to shed blocks. Cook should spend more time in the film room to help improve his inconsistent play. Like all college Right Ends, Cook has some things to work on for the PFL. For the time our scouts watched him, Cook kept up, but didn't show he had long-term potential for greatness. ",49389751
40,Mike,Brown,FB,22,Strategic,73,230,Louisiana State,Cougars,South,1,American Player Scouts,1,22,65,2,65,"Mike needs to play with better discipline and anticipation as a pro. Our scouts noted Mike's play was consistently impressive. Like all college Fullbacks, Brown has some things to work on for the PFL. For the time our scouts watched him, Brown kept up, but didn't show he had long-term potential for greatness. ",49389597
23,Jonathan,Baugh,CB,22,Adaptable,70,174,Louisiana-Lafayette,Acadians,South,1,American Player Scouts,1,22,65,2,65,"Jonathan needs to play with better discipline and anticipation as a pro. Baugh continued to pick up elements of the defensive scheme and his play has steadily transformed from hesitant in 2023 to downright instinctive in 2025. Jonathan does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. He is susceptible to giving up some separation early in routes as he turns to trailing technique. Our scouts noted Jonathan's play was consistently impressive. Productive playmaker with below-average size but above-average heart. Like all college Cornerbacks, Baugh has some things to work on for the PFL. His name was mentioned many times by our scouts after leaving the facility for showing outstanding leadership potential. ",49389875
38,Austin,Smith,FB,23,Energetic,72,225,Georgia Tech,Wasps,South,1,American Player Scouts,1,23,65,2,65,"Austin needs to play with better discipline and anticipation as a pro. Overall, Austin was generally solid, but sometimes made some mistakes. Like all college Fullbacks, Smith has some things to work on for the PFL. Smith should be able to compete for most starting depth chart positions when he reaches his full potential. ",49389594
49,Darqueze,McBride,WR,23,Professional,71,203,Pittsburgh,Jaguars,Appalachia,1,American Player Scouts,1,24,65,2,65,"Darqueze needs to play with better discipline and anticipation as a pro. Will likely see the field in the PFL, but not on every down. Overall, Darqueze was generally solid, but sometimes made some mistakes. Like all college Wide Receivers, McBride has some things to work on for the PFL. McBride is a player that has the potential to become an All-Pro someday. ",49389601
11,Keavon,Mitchell,P,21,,76,202,Evanston,Panthers,Midwest,1,Media,1,2,64,5,50,,49389968
75,Patrick,Williamson,G,23,,77,295,Michigan State,Trojans,Midwest,1,Media,1,2,64,5,50,,49389689
94,Matt,Thornton,DE,21,,79,277,Auburn,Wildcats,South,1,Media,1,2,64,5,50,,49389746
61,Rashawn,Rodgers,T,21,,76,291,Oklahoma State,Rangers,Great Plains,1,Media,1,2,64,5,50,,49389736
61,Jerome,Hines,T,23,,79,329,Texas State,Wildcats,Texas,1,Media,1,2,64,5,50,,49389680
56,Robert,Owens,T,22,,75,330,Connecticut,Polar Bears,New England,1,Media,1,2,64,5,50,,49389674
36,Agustin,Thomas,S,21,,73,179,West Lafayette,Engineers,Midwest,1,Media,1,2,64,5,50,,49389928
94,Russell,Morgan,DE,23,,79,278,Michigan State,Trojans,Midwest,1,Media,1,2,64,5,50,,49389774
11,David,Coleman,QB,21,,69,224,Wisconsin,Marmots,Midwest,1,Media,1,2,64,5,50,,49389555
27,Keith,Henderson,S,22,,72,180,Penn State,Mountain Lions,Appalachia,1,Media,1,2,64,5,50,,49389938
53,Bilal,Carter,DE,22,,74,287,New Orleans,Green Tide,South,1,Media,1,2,64,5,50,,49389763
61,Alex,Richardson,T,21,,77,300,Boise State,Mustangs,Great Basin,1,Media,1,2,64,5,50,,49389732
40,Akeem,Jimenez,K,23,,75,179,Michigan,Weasels,Midwest,1,Media,1,2,64,5,50,,49389944
79,Paul,Greene,T,23,,78,319,Missouri,Lions,South,1,Media,1,2,64,5,50,,49389669
69,Angelo,Lucas,DE,21,,74,269,Penn State,Mountain Lions,Appalachia,1,Media,1,2,64,5,50,,49389745
16,Ricardo,Stevens,WR,23,,78,185,South Carolina,Roosters,South,1,Media,1,2,64,5,50,,49389615
95,Jordan,Holmes,OLB,23,,73,270,Miami (FL),Storms,Florida,1,Media,1,2,64,5,50,,49389821
44,Corey,Jones,HB,21,,68,197,California-Los Angeles,Bears,California,1,Media,1,2,64,5,50,,49389562
44,Jack,Gardner,OLB,21,,78,230,Alabama,Red Wave,South,1,Media,1,2,64,5,50,,49389819
25,Brandon,Tate,HB,23,,69,190,Daytona,Hurricanes,South,2,Media,1,2,64,5,50,,49389581
76,Brian,Wolfe,DT,23,,73,330,Navy,Sailors,Mid-Atlantic,1,Media,1,2,64,5,50,,49389780
44,Evan,Sellers,HB,23,Adaptable,70,196,Georgia,Dawgs,South,1,American Player Scouts,1,5,64,2,65,,49389582
80,Aldrick,Sanders,WR,20,Strategic,71,191,Tennessee,Militiamen,South,1,American Player Scouts,1,6,64,2,65,,49389632
42,Vinny,Curry,CB,22,Aggressive,71,209,Arizona,Tigers,Southwest,1,American Player Scouts,1,7,64,2,65,,49389885
41,D.J.,Osburn,S,21,Energetic,71,189,Stanford,Redwoods,California,1,American Player Scouts,1,8,64,2,65,,49389923
12,Cole,Clay,OLB,23,Energetic,78,245,New Jersey,Paladins,Mid-Atlantic,1,American Player Scouts,1,14,64,2,65,,49389846
47,Sven,Pemberton,HB,23,Adaptable,72,194,Williamsburg,Chiefs,Mid-Atlantic,2,American Player Scouts,1,14,64,2,65,,49389576
7,Scott,Smith,QB,22,Professional,69,208,Louisiana State,Cougars,South,1,American Player Scouts,1,15,64,2,65,,49389557
77,Max,Busby,G,22,Strategic,77,313,Oklahoma State,Rangers,Great Plains,1,American Player Scouts,1,17,64,2,65,"Max needs to play with better discipline and anticipation as a pro. Busby should spend more time in the film room to help improve his inconsistent play. Like all college Right Guards, Busby has some things to work on for the PFL. Busby should be able to compete for most starting depth chart positions when he reaches his full potential. ",49389688
7,Brandon,Andrews,P,21,Professional,73,215,Tennessee,Militiamen,South,1,American Player Scouts,1,18,64,2,65,"Unfortunately, Andrews probably won't hear his name called until the late second or third day of the draft. Brandon proved to our scouts that his performance matched his reputation. Andrews is low-key and calm off the field, and is likely to remain focused. Like all college Punters, Andrews has some things to work on for the PFL. Andrews should be able to compete for most starting depth chart positions when he reaches his full potential. ",49389966
88,Kenny,Taylor,TE,23,Aggressive,75,252,Alabama,Red Wave,South,1,American Player Scouts,1,18,64,2,65,"Kenny needs to play with better discipline and anticipation as a pro. Tight end with some vertical talent who can't be expected to add much as an in-line blocker. Overall, Kenny was generally solid, but sometimes made some mistakes. Like all college Tight Ends, Taylor has some things to work on for the PFL. Kenny has the talent to become a great PFL player someday. ",49389662
61,Jordan,Parker,DE,20,Energetic,75,273,Louisiana State,Cougars,South,1,American Player Scouts,1,18,64,2,65,"Jordan needs to play with better discipline and anticipation as a pro. He needs to add a few more items to his rush menu in order to maintain his rush production against PFL tackles. Jordan is a high-effort pass rusher who does well at picking up coverage sacks. He does not win cleanly against offensive linemen and struggles to shed blocks. In the ground game, Jordan is generally reliable at holding his gap. He does not get knocked off the ball and is able to set the edge. Parker should spend more time in the film room to help improve his inconsistent play. Like all college Left Ends, Parker has some things to work on for the PFL. For the time our scouts watched him, Parker kept up, but didn't show he had long-term potential for greatness. ",49389769
10,Mike,Parker,WR,23,Energetic,74,184,Air Force,Pilots,Rockies,1,American Player Scouts,1,19,64,2,65,"Mike needs to play with better discipline and anticipation as a pro. Parker could benefit from some more reps at WR. Our scouts noted Mike's play was consistently impressive. Parker may actually end up being limited to the slot as a pro because of his thin frame and low weight. Like all college Wide Receivers, Parker has some things to work on for the PFL. Brings sky-high upside for the team that can develop him. ",49389630
64,Chad,Church,T,21,Aggressive,77,322,Air Force,Pilots,Rockies,1,American Player Scouts,1,20,64,2,65,"Unfortunately, Church probably won't hear his name called until the late second or third day of the draft. As a pass blocker, he is a liability due to his speed, lack of agility, and depth in his drop. Overall, Chad was generally solid, but sometimes made some mistakes. Church is low-key and calm off the field, and is likely to remain focused. Like all college Right Tackles, Church has some things to work on for the PFL. Our scouts didn't see anything special about Church's long-term PFL potential. ",49389671
